,Gene description,Gene name,Chromosome/scaffold name,mitochondrial,hemoglobin,sex_linked,canonical_neuronal,glutamatergic
ENSRNOG00000050849,leptin receptor overlapping transcript [Source:RGD Symbol;Acc:621034],Leprot,5,False,False,False,False,False
ENSRNOG00000070415,,,6,False,False,False,False,False
ENSRNOG00000059741,transmembrane channel-like 4 [Source:RGD Symbol;Acc:1304811],Tmc4,1,False,False,False,False,False
ENSRNOG00000029339,NADH:ubiquinone oxidoreductase subunit S5 [Source:RGD Symbol;Acc:1311081],Ndufs5,2,False,False,False,False,False
ENSRNOG00000056614,U1 spliceosomal RNA [Source:RGD Symbol;Acc:15010387],U1,6,False,False,False,False,False
ENSRNOG00000005811,similar to heat shock protein 8 [Source:RGD Symbol;Acc:1586445],,6,False,False,False,False,False
ENSRNOG00000034037,zinc finger protein 266 [Source:RGD Symbol;Acc:1308643],Zfp266,8,False,False,False,False,False
ENSRNOG00000058149,U1 spliceosomal RNA [Source:RGD Symbol;Acc:15011559],U1,6,False,False,False,False,False
ENSRNOG00000065905,,,4,False,False,False,False,False
ENSRNOG00000070455,,,6,False,False,False,False,False
ENSRNOG00000027869,SRY-box transcription factor 5 [Source:RGD Symbol;Acc:620471],Sox5,4,False,False,False,False,False
ENSRNOG00000067361,,,2,False,False,False,False,False
ENSRNOG00000058594,small nucleolar RNA U109 [Source:RGD Symbol;Acc:41226908],AABR07065250.1,6,False,False,False,False,False
ENSRNOG00000052758,CYFIP related Rac1 interactor A [Source:RGD Symbol;Acc:1305961],Cyria,6,False,False,False,False,False
ENSRNOG00000062735,testis expressed 52 [Source:RGD Symbol;Acc:2323784],Tex52,4,False,False,False,False,False
ENSRNOG00000061893,leukocyte receptor cluster member 1 [Source:RGD Symbol;Acc:1307933],Leng1,1,False,False,False,False,False
ENSRNOG00000067070,inner mitochondrial membrane peptidase subunit 2 [Source:RGD Symbol;Acc:2323665],Immp2l,6,False,False,False,False,False
ENSRNOG00000004483,"protein tyrosine phosphatase, receptor type, R [Source:RGD Symbol;Acc:620780]",Ptprr,7,False,False,False,False,False
ENSRNOG00000016398,calsyntenin 1 [Source:RGD Symbol;Acc:1306458],Clstn1,5,False,False,False,False,False
ENSRNOG00000070091,,,4,False,False,False,False,False
ENSRNOG00000060184,,AABR07065808.1,6,False,False,False,False,False
ENSRNOG00000020577,phosphatidylinositol-4-phosphate 5-kinase type 1 gamma [Source:RGD Symbol;Acc:1309938],Pip5k1c,7,False,False,False,False,False
ENSRNOG00000010067,lysophospholipase 2 [Source:RGD Symbol;Acc:620210],Lypla2,5,False,False,False,False,False
ENSRNOG00000056818,,AABR07065259.1,6,False,False,False,False,False
ENSRNOG00000030747,ribosomal protein L38 [Source:RGD Symbol;Acc:1305573],Rpl38,2,False,False,False,False,False
ENSRNOG00000010912,mitochondrial ribosomal protein S25 [Source:RGD Symbol;Acc:1308770],Mrps25,4,False,False,False,False,False
ENSRNOG00000053728,protein kinase cGMP-dependent 1 [Source:RGD Symbol;Acc:1587390],AABR07006724.1,1,False,False,False,False,False
ENSRNOG00000009360,SH3-domain binding protein 1 [Source:RGD Symbol;Acc:1306275],Sh3bp1,7,False,False,False,False,False
ENSRNOG00000059317,U6 spliceosomal RNA [Source:RGD Symbol;Acc:15012477],U6,6,False,False,False,False,False
ENSRNOG00000007323,RIC8 guanine nucleotide exchange factor B [Source:RGD Symbol;Acc:631419],Ric8b,7,False,False,False,False,False
ENSRNOG00000070872,late cornified envelope 1G [Source:MGI Symbol;Acc:MGI:1913445],Lce1g,2,False,False,False,False,False
ENSRNOG00000062853,,,4,False,False,False,False,False
ENSRNOG00000033338,"GTPase, IMAP family member 6 [Source:RGD Symbol;Acc:1305041]",Gimap6,4,False,False,False,False,False
ENSRNOG00000053447,U6 spliceosomal RNA [Source:RGD Symbol;Acc:15007919],U6,6,False,False,False,False,False
ENSRNOG00000067259,,,6,False,False,False,False,False
ENSRNOG00000012650,mitochondrial ribosomal protein L3 [Source:RGD Symbol;Acc:1306391],Mrpl3,8,False,False,False,False,False
ENSRNOG00000039859,DNA methyltransferase 1 [Source:RGD Symbol;Acc:620979],Dnmt1,8,False,False,False,False,False
ENSRNOG00000053234,"CCR4-NOT transcription complex, subunit 3 [Source:RGD Symbol;Acc:1304771]",Cnot3,1,False,False,False,False,False
ENSRNOG00000006652,DEAD-box helicase 1 [Source:RGD Symbol;Acc:619903],Ddx1,6,False,False,False,False,False
ENSRNOG00000006368,leucine rich repeat neuronal 3 [Source:RGD Symbol;Acc:71066],Lrrn3,6,False,False,False,False,False
ENSRNOG00000010741,tigger transposable element derived 4 [Source:RGD Symbol;Acc:1305780],Tigd4,2,False,False,False,False,False
ENSRNOG00000070372,U4 spliceosomal RNA [Source:RFAM;Acc:RF00015],U4,6,False,False,False,False,False
ENSRNOG00000065025,,,4,False,False,False,False,False
ENSRNOG00000004185,"MON2 homolog, regulator of endosome-to-Golgi trafficking [Source:RGD Symbol;Acc:1308808]",Mon2,7,False,False,False,False,False
ENSRNOG00000011391,"rabenosyn, RAB effector [Source:RGD Symbol;Acc:1305397]",Rbsn,4,False,False,False,False,False
ENSRNOG00000049870,immunoglobulin heavy variable V12-3 [Source:MGI Symbol;Acc:MGI:3646760],AABR07065812.2,6,False,False,False,False,False
ENSRNOG00000021101,semaphorin 6C [Source:RGD Symbol;Acc:3659],Sema6c,2,False,False,False,False,False
ENSRNOG00000005063,atlastin GTPase 1 [Source:RGD Symbol;Acc:1359232],Atl1,6,False,False,False,False,False
ENSRNOG00000012420,BCL9 like [Source:RGD Symbol;Acc:1309096],Bcl9l,8,False,False,False,False,False
ENSRNOG00000018803,myocardin related transcription factor A [Source:RGD Symbol;Acc:1304873],Mrtfa,7,False,False,False,False,False
ENSRNOG00000012015,leucine rich repeat containing 49 [Source:RGD Symbol;Acc:1309466],Lrrc49,8,False,False,False,False,False
ENSRNOG00000005936,forkhead box M1 [Source:RGD Symbol;Acc:61807],Foxm1,4,False,False,False,False,False
ENSRNOG00000055908,small nucleolar RNA SNORA28 [Source:RGD Symbol;Acc:41035339],AABR07065593.1,6,False,False,False,False,False
ENSRNOG00000065432,"RAP2B, member of RAS oncogene family [Source:RGD Symbol;Acc:620591]",Rap2b,2,False,False,False,False,False
ENSRNOG00000067273,,,4,False,False,False,False,False
ENSRNOG00000067744,U6 spliceosomal RNA [Source:RGD Symbol;Acc:41340231],U6,6,False,False,False,False,False
ENSRNOG00000068469,,,4,False,False,False,False,False
ENSRNOG00000069909,,,6,False,False,False,False,False
ENSRNOG00000050653,,AABR07072562.1,6,False,False,False,False,False
ENSRNOG00000057749,"predicted gene, 22598 [Source:RGD Symbol;Acc:15011252]",Gm22598,6,False,False,False,False,False
ENSRNOG00000065162,TD and POZ domain-containing protein 2-like [Source:RGD Symbol;Acc:41312520],,2,False,False,False,False,False
ENSRNOG00000025523,armadillo-like helical domain containing 3 [Source:RGD Symbol;Acc:9299787],Armh3,1,False,False,False,False,False
ENSRNOG00000069427,,,4,False,False,False,False,False
ENSRNOG00000058074,small nucleolar RNA SNORA17 [Source:RGD Symbol;Acc:40934694],AABR07064031.1,6,False,False,False,False,False
ENSRNOG00000005345,visinin-like 1 [Source:RGD Symbol;Acc:3966],Vsnl1,6,False,False,False,False,False
ENSRNOG00000061039,pre-mRNA processing factor 31 [Source:RGD Symbol;Acc:1305832],Prpf31,1,False,False,False,False,False
ENSRNOG00000042649,"alpha-1,4-N-acetylglucosaminyltransferase [Source:RGD Symbol;Acc:1590210]",A4gnt,8,False,False,False,False,False
ENSRNOG00000063704,,,2,False,False,False,False,False
ENSRNOG00000031440,NOVA alternative splicing regulator 1 [Source:RGD Symbol;Acc:621345],Nova1,6,False,False,False,False,False
ENSRNOG00000057283,,AABR07064373.1,6,False,False,False,False,False
ENSRNOG00000070816,,,6,False,False,False,False,False
ENSRNOG00000038740,"GTPase, IMAP family member 7 [Source:RGD Symbol;Acc:1565750]",Gimap7,4,False,False,False,False,False
ENSRNOG00000020975,mitochondrial ribosomal protein L49 [Source:RGD Symbol;Acc:1309920],Mrpl49,1,False,False,False,False,False
ENSRNOG00000049943,SIN3-HDAC complex associated factor [Source:RGD Symbol;Acc:1595037],Sinhcaf,4,False,False,False,False,False
ENSRNOG00000027622,"solute carrier family 35, member E3 [Source:RGD Symbol;Acc:1564876]",Slc35e3,7,False,False,False,False,False
ENSRNOG00000051376,U6 spliceosomal RNA [Source:RGD Symbol;Acc:15006364],U6,6,False,False,False,False,False
ENSRNOG00000047625,"autophagy related 4D, cysteine peptidase [Source:RGD Symbol;Acc:1596392]",Atg4d,8,False,False,False,False,False
ENSRNOG00000064235,,,6,False,False,False,False,False
ENSRNOG00000069915,,,2,False,False,False,False,False
ENSRNOG00000071189,,,4,False,False,False,False,False
ENSRNOG00000063347,nuclear receptor interacting protein 2 [Source:RGD Symbol;Acc:1589959],Nrip2,4,False,False,False,False,False
ENSRNOG00000004695,"CUGBP, Elav-like family member 5 [Source:RGD Symbol;Acc:1565016]",Celf5,7,False,False,False,False,False
ENSRNOG00000067607,U6 spliceosomal RNA [Source:RGD Symbol;Acc:41033385],U6,6,False,False,False,False,False
ENSRNOG00000055169,,AABR07065813.1,6,False,False,False,False,False
ENSRNOG00000009314,involucrin [Source:RGD Symbol;Acc:620141],Ivl,2,False,False,False,False,False
ENSRNOG00000067885,U2 spliceosomal RNA [Source:RFAM;Acc:RF00004],U2,6,False,False,False,False,False
ENSRNOG00000051667,,AABR07062539.1,4,False,False,False,False,False
ENSRNOG00000066374,,,6,False,False,False,False,False
ENSRNOG00000026840,THAP domain containing 3 [Source:RGD Symbol;Acc:1308109],Thap3,5,False,False,False,False,False
ENSRNOG00000069376,,,4,False,False,False,False,False
ENSRNOG00000006727,D-aminoacyl-tRNA deacylase 2 [Source:RGD Symbol;Acc:1309138],Dtd2,6,False,False,False,False,False
ENSRNOG00000060868,small Cajal body-specific RNA 3B [Source:RGD Symbol;Acc:15013653],Scarna3b,6,False,False,False,False,False
ENSRNOG00000065565,,,2,False,False,False,False,False
ENSRNOG00000070482,,,7,False,False,False,False,False
ENSRNOG00000004084,LRAT domain containing 1 [Source:RGD Symbol;Acc:1305779],Lratd1,6,False,False,False,False,False
ENSRNOG00000008728,"unc-79 homolog, NALCN channel complex subunit [Source:RGD Symbol;Acc:1311117]",Unc79,6,False,False,False,False,False
ENSRNOG00000006068,transmembrane protein 117 [Source:RGD Symbol;Acc:1562562],Tmem117,7,False,False,False,False,False
ENSRNOG00000012430,C-X-C motif chemokine receptor 5 [Source:RGD Symbol;Acc:62010],Cxcr5,8,False,False,False,False,False
ENSRNOG00000042319,,AABR07065814.2,6,False,False,False,False,False
ENSRNOG00000056098,TCF3 fusion partner [Source:RGD Symbol;Acc:620839],Tfpt,1,False,False,False,False,False
ENSRNOG00000064389,,,4,False,False,False,False,False
ENSRNOG00000007338,fibulin 2 [Source:RGD Symbol;Acc:628685],Fbln2,4,False,False,False,False,False
ENSRNOG00000006357,SH3GL interacting endocytic adaptor 1 [Source:RGD Symbol;Acc:1564957],Sgip1,5,False,False,False,False,False
ENSRNOG00000031144,small proline-rich protein 1B [Source:RGD Symbol;Acc:1587862],Sprr1b,2,False,False,False,False,False
ENSRNOG00000063724,similar to ribosomal protein L27 [Source:RGD Symbol;Acc:1586335],,6,False,False,False,False,False
ENSRNOG00000042229,"GTPase, IMAP family member 1 [Source:RGD Symbol;Acc:1306777]",Gimap1,4,False,False,False,False,False
ENSRNOG00000015986,Ras association domain family member 8 [Source:RGD Symbol;Acc:1308820],Rassf8,4,False,False,False,False,False
ENSRNOG00000009575,UbiA prenyltransferase domain containing 1 [Source:RGD Symbol;Acc:1309588],Ubiad1,5,False,False,False,False,False
ENSRNOG00000051536,regulatory factor X4 [Source:RGD Symbol;Acc:1562092],Rfx4,7,False,False,False,False,False
ENSRNOG00000063859,,,4,False,False,False,False,False
ENSRNOG00000067766,,,6,False,False,False,False,False
ENSRNOG00000069300,ADP-ribosylation factor like GTPase 4A [Source:RGD Symbol;Acc:2152],Arl4a,6,False,False,False,False,False
ENSRNOG00000057447,KRI1 homolog [Source:RGD Symbol;Acc:1588903],Kri1,8,False,False,False,False,False
ENSRNOG00000009574,cysteine-rich C-terminal 1 [Source:RGD Symbol;Acc:1588886],Crct1,2,False,False,False,False,False
ENSRNOG00000068633,,,5,False,False,False,False,False
ENSRNOG00000042668,methionine sulfoxide reductase B3 [Source:RGD Symbol;Acc:1596851],Msrb3,7,False,False,False,False,False
ENSRNOG00000071049,,,4,False,False,False,False,False
ENSRNOG00000014832,MAPK activated protein kinase 3 [Source:RGD Symbol;Acc:1304980],Mapkapk3,8,False,False,False,False,False
ENSRNOG00000060293,NADH:ubiquinone oxidoreductase subunit A3 [Source:RGD Symbol;Acc:1588687],Ndufa3,1,False,False,False,False,False
ENSRNOG00000062820,,,6,False,False,False,False,False
ENSRNOG00000020407,ATCAY kinesin light chain interacting caytaxin [Source:RGD Symbol;Acc:1309312],Atcay,7,False,False,False,False,False
ENSRNOG00000017695,peroxiredoxin 1-like 1 [Source:RGD Symbol;Acc:2323165],AABR07012795.1,2,False,False,False,False,False
ENSRNOG00000038867,similar to RIKEN cDNA 4931429L15 [Source:RGD Symbol;Acc:1561633],,8,False,False,False,False,False
ENSRNOG00000022745,RIKEN cDNA 6030458C11 gene [Source:MGI Symbol;Acc:MGI:1925127],RGD1306502,2,False,False,False,False,False
ENSRNOG00000064832,,,4,False,False,False,False,False
ENSRNOG00000071169,late cornified envelope protein 1C-like [Source:RGD Symbol;Acc:7691289],,2,False,False,False,False,False
ENSRNOG00000064248,cyclin dependent kinase inhibitor 2D [Source:RGD Symbol;Acc:1593190],Cdkn2d,8,False,False,False,False,False
ENSRNOG00000066076,,,6,False,False,False,False,False
ENSRNOG00000014816,solute carrier family 1 member 1 [Source:RGD Symbol;Acc:3696],Slc1a1,1,False,False,False,False,False
ENSRNOG00000063035,,,4,False,False,False,False,False
ENSRNOG00000010886,"nuclear factor, erythroid 2-like 3 [Source:RGD Symbol;Acc:1307730]",Nfe2l3,4,False,False,False,False,False
ENSRNOG00000009383,late cornified envelope protein 5A-like [Source:RGD Symbol;Acc:7624666],,2,False,False,False,False,False
ENSRNOG00000069294,,,1,False,False,False,False,False
ENSRNOG00000016575,TNF receptor superfamily member 1B [Source:RGD Symbol;Acc:621238],Tnfrsf1b,5,False,False,False,False,False
ENSRNOG00000024503,NBAS subunit of NRZ tethering complex [Source:RGD Symbol;Acc:1585140],Nbas,6,False,False,False,False,False
ENSRNOG00000069751,,,6,False,False,False,False,False
ENSRNOG00000065447,small nuclear ribonucleoprotein G-like [Source:RGD Symbol;Acc:41163591],,2,False,False,False,False,False
ENSRNOG00000005621,glucoside xylosyltransferase 2 [Source:RGD Symbol;Acc:1586482],Gxylt2,4,False,False,False,False,False
ENSRNOG00000023129,major facilitator superfamily domain containing 9 [Source:RGD Symbol;Acc:1562212],Mfsd9,9,False,False,False,False,False
ENSRNOG00000048541,,AABR07051678.1,4,False,False,False,False,False
ENSRNOG00000007432,RNA polymerase III subunit B [Source:RGD Symbol;Acc:1565311],Polr3b,7,False,False,False,False,False
ENSRNOG00000020901,sphingosine-1-phosphate receptor 5 [Source:RGD Symbol;Acc:620566],S1pr5,8,False,False,False,False,False
ENSRNOG00000053932,DEAD-box helicase 6 [Source:RGD Symbol;Acc:1564560],Ddx6,8,False,False,False,False,False
ENSRNOG00000009253,"immunoglobulin superfamily, member 9B [Source:RGD Symbol;Acc:1564717]",Igsf9b,8,False,False,False,False,False
ENSRNOG00000021437,heparan sulfate proteoglycan 2 [Source:RGD Symbol;Acc:621770],AABR07073181.1,5,False,False,False,False,False
ENSRNOG00000065886,H3 clustered histone 13 [Source:NCBI gene (formerly Entrezgene);Acc:684762],Hist2h3c2,2,False,False,False,False,False
ENSRNOG00000063713,,,6,False,False,False,False,False
ENSRNOG00000070866,"vomeronasal 2 receptor, 15 [Source:RGD Symbol;Acc:1593392]",Vom2r15,1,False,False,False,False,False
ENSRNOG00000007031,tripartite motif-containing 9 [Source:RGD Symbol;Acc:621540],Trim9,6,False,False,False,False,False
ENSRNOG00000017406,attractin like 1 [Source:RGD Symbol;Acc:1563485],Atrnl1,1,False,False,False,False,False
ENSRNOG00000068056,,,4,False,False,False,False,False
ENSRNOG00000000184,transmembrane serine protease 6 [Source:RGD Symbol;Acc:1307138],Tmprss6,7,False,False,False,False,False
ENSRNOG00000008416,"GTPase, IMAP family member 5 [Source:RGD Symbol;Acc:628871]",Gimap5,4,False,False,False,False,False
ENSRNOG00000019187,DnaJ heat shock protein family (Hsp40) member B7 [Source:RGD Symbol;Acc:1589047],Dnajb7,7,False,False,False,False,False
ENSRNOG00000021166,extracellular matrix protein 1 [Source:RGD Symbol;Acc:620357],Ecm1,2,False,False,False,False,False
ENSRNOG00000007158,queuine tRNA-ribosyltransferase catalytic subunit 1 [Source:RGD Symbol;Acc:620996],Qtrt1,8,False,False,False,False,False
ENSRNOG00000063523,,,6,False,False,False,False,False
ENSRNOG00000022466,coiled-coil-helix-coiled-coil-helix domain containing 4 [Source:RGD Symbol;Acc:1310746],Chchd4,4,False,False,False,False,False
ENSRNOG00000064789,,,4,False,False,False,False,False
ENSRNOG00000055680,V-set and immunoglobulin domain containing 10 like 2 [Source:RGD Symbol;Acc:11474175],Vsig10l2,8,False,False,False,False,False
ENSRNOG00000015458,HemK methyltransferase family member 1 [Source:RGD Symbol;Acc:1308293],Hemk1,8,False,False,False,False,False
ENSRNOG00000031203,sec1 family domain containing 1 [Source:RGD Symbol;Acc:619828],Scfd1,6,False,False,False,False,False
ENSRNOG00000046309,G protein-coupled receptor 68 [Source:RGD Symbol;Acc:1309559],Gpr68,6,False,False,False,False,False
ENSRNOG00000004962,PR/SET domain 4 [Source:RGD Symbol;Acc:619929],Prdm4,7,False,False,False,False,False
ENSRNOG00000024027,LEM domain containing 3 [Source:RGD Symbol;Acc:1596822],Lemd3,7,False,False,False,False,False
ENSRNOG00000003825,WD repeat domain 75 [Source:RGD Symbol;Acc:1564869],Wdr75,9,False,False,False,False,False
ENSRNOG00000006264,integrin alpha FG-GAP repeat containing 2 [Source:RGD Symbol;Acc:1311944],Itfg2,4,False,False,False,False,False
ENSRNOG00000057895,,AABR07033745.1,1,False,False,False,False,False
ENSRNOG00000057102,"platelet-activating factor acetylhydrolase 1b, catalytic subunit 2 [Source:RGD Symbol;Acc:620332]",Pafah1b2,8,False,False,False,False,False
ENSRNOG00000020199,similar to RIKEN cDNA 9430015G10 [Source:RGD Symbol;Acc:1311517],RGD1311517,5,False,False,False,False,False
ENSRNOG00000069071,,,6,False,False,False,False,False
ENSRNOG00000055716,osteoclast associated Ig-like receptor [Source:RGD Symbol;Acc:1559897],Oscar,1,False,False,False,False,False
ENSRNOG00000004909,"CCR4-NOT transcription complex, subunit 2 [Source:RGD Symbol;Acc:1311672]",Cnot2,7,False,False,False,False,False
ENSRNOG00000016846,"phosphatidylinositol-4,5-bisphosphate 3-kinase, catalytic subunit delta [Source:RGD Symbol;Acc:1310990]",Pik3cd,5,False,False,False,False,False
ENSRNOG00000067679,,,4,False,False,False,False,False
ENSRNOG00000004505,nuclear factor I/C [Source:RGD Symbol;Acc:62016],Nfic,7,False,False,False,False,False
ENSRNOG00000020653,sphingosine-1-phosphate receptor 2 [Source:RGD Symbol;Acc:68334],S1pr2,8,False,False,False,False,False
ENSRNOG00000011929,ATP binding cassette subfamily D member 3 [Source:RGD Symbol;Acc:2007],Abcd3,2,False,False,False,False,False
ENSRNOG00000023262,centromere protein M [Source:RGD Symbol;Acc:1307309],Cenpm,7,False,False,False,False,False
ENSRNOG00000064873,,,6,False,False,False,False,False
ENSRNOG00000025520,ladybird homeobox 1 [Source:RGD Symbol;Acc:1564197],Lbx1,1,False,False,False,False,False
ENSRNOG00000018931,DIS3-like 3'-5' exoribonuclease 2 [Source:RGD Symbol;Acc:1560168],Dis3l2,9,False,False,False,False,False
ENSRNOG00000006235,neural EGFL like 2 [Source:RGD Symbol;Acc:620999],Nell2,7,False,False,False,False,False
ENSRNOG00000006491,forkhead box I3 [Source:RGD Symbol;Acc:1561816],Foxi3,4,False,False,False,False,False
ENSRNOG00000012868,uveal autoantigen with coiled-coil domains and ankyrin repeats [Source:RGD Symbol;Acc:1560011],Uaca,8,False,False,False,False,False
ENSRNOG00000031358,ribosomal protein lateral stalk subunit P0 like 1 [Source:RGD Symbol;Acc:1564469],Rplp0l1,2,False,False,False,False,False
ENSRNOG00000030235,,AABR07065823.2,6,False,False,False,False,False
ENSRNOG00000053317,EF-hand calcium binding domain 11 [Source:RGD Symbol;Acc:1565006],Efcab11,6,False,False,False,False,False
ENSRNOG00000047574,neurexin 3 [Source:RGD Symbol;Acc:620212],Nrxn3,6,False,False,False,False,False
ENSRNOG00000063395,,,1,False,False,False,False,False
ENSRNOG00000004296,"5'-nucleotidase, cytosolic IB [Source:RGD Symbol;Acc:1309705]",Nt5c1b,6,False,False,False,False,False
ENSRNOG00000028330,,AABR07067600.1,9,False,False,False,False,False
ENSRNOG00000007570,deoxyribose-phosphate aldolase [Source:RGD Symbol;Acc:1589836],Dera,4,False,False,False,False,False
ENSRNOG00000067804,,,8,False,False,False,False,False
ENSRNOG00000023257,"ADAM metallopeptidase with thrombospondin type 1 motif, 9 [Source:RGD Symbol;Acc:1306889]",Adamts9,4,False,False,False,False,False
ENSRNOG00000048230,similar to hypothetical protein 4930509O22 [Source:RGD Symbol;Acc:1359716],,7,False,False,False,False,False
ENSRNOG00000011789,"cell adhesion associated, oncogene regulated [Source:RGD Symbol;Acc:708433]",Cdon,8,False,False,False,False,False
ENSRNOG00000070567,,,1,False,False,False,False,False
ENSRNOG00000067551,,,6,False,False,False,False,False
ENSRNOG00000021996,"NLR family, pyrin domain containing 4 [Source:RGD Symbol;Acc:1563529]",Nlrp4,1,False,False,False,False,False
ENSRNOG00000070937,alpha-enolase pseudogene [Source:RGD Symbol;Acc:11362626],,6,False,False,False,False,False
ENSRNOG00000016432,sterile alpha motif domain containing 13 [Source:RGD Symbol;Acc:708544],Samd13,2,False,False,False,False,False
ENSRNOG00000008517,CDC42 effector protein 1 [Source:RGD Symbol;Acc:1311131],Cdc42ep1,7,False,False,False,False,False
ENSRNOG00000021294,myostatin [Source:RGD Symbol;Acc:3115],Mstn,9,False,False,False,False,False
ENSRNOG00000007272,ring finger protein 103 [Source:RGD Symbol;Acc:620586],Rnf103,4,False,False,False,False,False
ENSRNOG00000070949,,,6,False,False,False,False,False
ENSRNOG00000022273,riboflavin kinase [Source:RGD Symbol;Acc:1549748],Rfk,1,False,False,False,False,False
ENSRNOG00000065066,"protein phosphatase 3, regulatory subunit B, beta [Source:RGD Symbol;Acc:69232]",Ppp3r2,5,False,False,False,False,False
ENSRNOG00000057848,calcium voltage-gated channel auxiliary subunit gamma 8 [Source:RGD Symbol;Acc:628808],Cacng8,1,False,False,False,False,False
ENSRNOG00000034078,"MAX interactor 1, dimerization protein [Source:RGD Symbol;Acc:3128]",Mxi1,1,False,False,False,False,False
ENSRNOG00000015850,retinol binding protein 7 [Source:RGD Symbol;Acc:1562168],Rbp7,5,False,False,False,False,False
ENSRNOG00000046243,prostate and testis expressed 3 [Source:RGD Symbol;Acc:2320151],Pate3,8,False,False,False,False,False
ENSRNOG00000007519,transmembrane protein 43 [Source:RGD Symbol;Acc:1549711],Tmem43,4,False,False,False,False,False
ENSRNOG00000008539,galectin 2 [Source:RGD Symbol;Acc:621269],Lgals2,7,False,False,False,False,False
ENSRNOG00000011175,heterogeneous nuclear ribonucleoprotein A2/B1 [Source:RGD Symbol;Acc:1310403],Hnrnpa2b1,4,False,False,False,False,False
ENSRNOG00000039551,retinol dehydrogenase 14 [Source:RGD Symbol;Acc:1565196],Rdh14,6,False,False,False,False,False
ENSRNOG00000013552,stearoyl-CoA desaturase [Source:RGD Symbol;Acc:621176],Scd,1,False,False,False,False,False
ENSRNOG00000054438,"similar to solute carrier family 7 (cationic amino acid transporter, y+ system), member 3 [Source:RGD Symbol;Acc:1565097]",AU018091,1,False,False,False,False,False
ENSRNOG00000016044,mab-21 like 3 [Source:RGD Symbol;Acc:1308694],Mab21l3,2,False,False,False,False,False
ENSRNOG00000047891,forkhead box G1 [Source:RGD Symbol;Acc:2619],Foxg1,6,False,False,False,False,False
ENSRNOG00000063659,,,4,False,False,False,False,False
ENSRNOG00000022741,interleukin enhancer binding factor 3 [Source:RGD Symbol;Acc:619734],Ilf3,8,False,False,False,False,False
ENSRNOG00000017256,component of Sp100-rs [Source:RGD Symbol;Acc:1310830],Csprs,9,False,False,False,False,False
ENSRNOG00000007400,sterol regulatory element binding transcription factor 2 [Source:RGD Symbol;Acc:1307751],Srebf2,7,False,False,False,False,False
ENSRNOG00000011567,RNA pseudouridine synthase D4 [Source:RGD Symbol;Acc:1311268],Rpusd4,8,False,False,False,False,False
ENSRNOG00000045931,SIK family kinase 3 [Source:RGD Symbol;Acc:1593938],Sik3,8,False,False,False,False,False
ENSRNOG00000017723,choline/ethanolamine phosphotransferase 1 [Source:RGD Symbol;Acc:1359727],Cept1,2,False,False,False,False,False
ENSRNOG00000020205,agrin [Source:RGD Symbol;Acc:2067],Agrn,5,False,False,False,False,False
ENSRNOG00000064003,,,4,False,False,False,False,False
ENSRNOG00000005670,ADP-ribosyltransferase 4 [Source:RGD Symbol;Acc:1306456],Art4,4,False,False,False,False,False
ENSRNOG00000009326,sperm mitochondria-associated cysteine-rich protein [Source:RGD Symbol;Acc:3069],Smcp,2,False,False,False,False,False
ENSRNOG00000022406,cylicin 2 [Source:RGD Symbol;Acc:1562799],Cylc2,5,False,False,False,False,False
ENSRNOG00000049489,helicase ARIP4-like [Source:RGD Symbol;Acc:7584316],Rad54l2,8,False,False,False,False,False
ENSRNOG00000042925,LOC363043 [Source:RGD Symbol;Acc:1304554],RGD1304554,8,False,False,False,False,False
ENSRNOG00000008445,dishevelled-binding antagonist of beta-catenin 1 [Source:RGD Symbol;Acc:1564008],Dact1,6,False,False,False,False,False
ENSRNOG00000003831,tyrosyl-DNA phosphodiesterase 1 [Source:RGD Symbol;Acc:1309618],Tdp1,6,False,False,False,False,False
ENSRNOG00000066159,carboxypeptidase M [Source:RGD Symbol;Acc:1310532],Cpm,7,False,False,False,False,False
ENSRNOG00000070109,,,4,False,False,False,False,False
ENSRNOG00000071034,putative sperm motility kinase W [Source:RGD Symbol;Acc:41019284],,7,False,False,False,False,False
ENSRNOG00000016623,transmembrane protein with EGF-like and two follistatin-like domains 2 [Source:RGD Symbol;Acc:1308839],Tmeff2,9,False,False,False,False,False
ENSRNOG00000004377,lipin 1 [Source:RGD Symbol;Acc:1307646],Lpin1,6,False,False,False,False,False
ENSRNOG00000010580,acyl-CoA thioesterase 7 [Source:RGD Symbol;Acc:628856],Acot7,5,False,False,False,False,False
ENSRNOG00000065831,olfactory receptor 162 [Source:RGD Symbol;Acc:1333452],Olr162,1,False,False,False,False,False
ENSRNOG00000032569,leucine rich repeat and Ig domain containing 3 [Source:RGD Symbol;Acc:1592209],Lingo3,7,False,False,False,False,False
ENSRNOG00000069540,olfactory receptor 323 [Source:RGD Symbol;Acc:1333126],Olr323,1,False,False,False,False,False
ENSRNOG00000062686,glucosaminyl (N-acetyl) transferase 1 [Source:RGD Symbol;Acc:621370],Gcnt1,1,False,False,False,False,False
ENSRNOG00000021913,"NLR family, pyrin domain containing 9 [Source:RGD Symbol;Acc:1308981]",Nlrp9,1,False,False,False,False,False
ENSRNOG00000065082,olfactory receptor 163 [Source:RGD Symbol;Acc:1333167],Olr163,1,False,False,False,False,False
ENSRNOG00000023664,leptin receptor [Source:RGD Symbol;Acc:3001],Lepr,5,False,False,False,False,False
